"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr8",125648283,125648283,"+",1.26767828012575e-07,1.35118141387646e-05,15.547776862414
"chr8",125702320,125702320,"+",3.40410723581597e-05,0.00168735186240606,15.7738095238095
"chr8",125780081,125780081,"+",0,0,-16.9596325670699
"chr8",125852353,125852353,"+",0,0,18.7754553139169
"chr8",126245325,126245325,"+",1.23234755733392e-14,5.1825990795642e-12,-15.6042471941508
"chr8",126342923,126342923,"+",0,0,-20.1493044367549
"chr8",126416919,126416919,"+",0,0,-15.8439452075108
"chr8",126465544,126465544,"+",2.7707881544714e-09,4.44774082317055e-07,-21.4176009829519
"chr8",127308157,127308157,"+",1.70974345792274e-14,7.03447147701426e-12,-18.3518122944427
"chr8",127414278,127414278,"+",0,0,-15.9473908372587
"chr8",128065059,128065059,"+",3.82571752055583e-12,1.09867897351454e-09,-18.3522521434609
"chr8",128428822,128428822,"+",0,0,-18.3573134268457
"chr8",128465486,128465486,"+",0,0,19.8120553094375
"chr8",128482641,128482641,"+",0,0,-33.286640070762
"chr8",128621899,128621899,"+",0,0,-21.0927561359458
"chr8",128862270,128862270,"+",0,0,-25.4798061826647
"chr8",128866897,128866897,"+",1.95200919407279e-05,0.00105693063933172,-15.1463512429832
"chr8",128931049,128931049,"+",8.65973959207622e-15,3.72431334339875e-12,-16.8808264733141
"chr8",129115205,129115205,"+",1.18949385896627e-08,1.6504960338719e-06,15.8199526191103
"chr8",129165602,129165602,"+",0,0,-28.6894499178982
"chr8",129184164,129184164,"+",0,0,-31.1763379186832
"chr8",129620262,129620262,"+",4.74501409786221e-06,0.00031648000807649,18.1628821216922
"chr8",129806997,129806997,"+",0,0,-38.1064301552106
"chr8",129867351,129867351,"+",0,0,-18.9312405177096
"chr8",129888481,129888481,"+",0,0,-24.4616944921205
"chr8",129909536,129909536,"+",2.12052597703405e-14,8.61597220229476e-12,-20.844553721266
"chr8",129962270,129962270,"+",3.72039066220964e-11,8.86430530704249e-09,-15.4879856008903
"chr8",130574124,130574124,"+",5.03786234951065e-10,9.56830820528746e-08,-26.8390762730385
"chr8",130639539,130639539,"+",0,0,-24.3694245117456
"chr8",130648894,130648894,"+",0,0,21.9518576661434
"chr8",130696054,130696054,"+",2.09832151654155e-14,8.529331338504e-12,-16.280810309229
"chr8",130696198,130696198,"+",0,0,-16.8195835889048
"chr8",131457487,131457487,"+",1.41348563452715e-05,0.000803815236113809,16.2298082278985
"chr8",131465241,131465241,"+",2.88657986402541e-15,1.32520736592175e-12,-16.8862543424506
"chr8",131788516,131788516,"+",1.86434496840526e-07,1.89868155315293e-05,-15.7843339700239
"chr8",131809414,131809414,"+",0,0,20.4990923653876
"chr8",132826669,132826669,"+",4.21862544897067e-12,1.20177369700916e-09,-15.1173970245927
"chr8",132826690,132826690,"+",1.96509475358653e-14,8.01357524643057e-12,-17.5920704943226
"chr8",132826721,132826721,"+",6.19657325451328e-10,1.15322863897847e-07,-15.5364806866953
"chr8",133754521,133754521,"+",0,0,-29.0521978021978
"chr8",134070167,134070167,"+",2.34846321167659e-07,2.32647111640285e-05,17.6162842077356
"chr8",134125681,134125681,"+",5.78060599387697e-10,1.08344882911359e-07,15.1772219784506
"chr8",134162484,134162484,"+",7.7715611723761e-16,3.82215269242945e-13,-16.3246206519857
"chr8",134162487,134162487,"+",1.17683640610267e-14,4.96279852174929e-12,-15.4698710844076
"chr8",134502005,134502005,"+",2.12512689667932e-08,2.77274159261419e-06,-16.0263732401506
"chr8",135300546,135300546,"+",0,0,-16.1748735911746
"chr8",135539583,135539583,"+",0,0,-22.6688430101924
"chr8",135657049,135657049,"+",4.44089209850063e-16,2.23710827161245e-13,-18.0133254183223
"chr8",136888391,136888391,"+",3.48526885796119e-06,0.000242920904608226,16.2632897410103
"chr8",139734447,139734447,"+",6.99773572421236e-13,2.2706787011409e-10,17.536717752235
"chr8",140474332,140474332,"+",1.28902830631716e-08,1.77277259482432e-06,-16.5339205773852
"chr8",140491845,140491845,"+",7.96079846487885e-08,8.94669878591679e-06,-20.0622673211874
"chr8",140887602,140887602,"+",5.02934305313119e-08,5.96876281753979e-06,15.4664619409139
"chr8",140930849,140930849,"+",4.03566388085252e-08,4.91517192750512e-06,-15.274525362389
"chr8",140984515,140984515,"+",1.33226762955019e-15,6.38156804734823e-13,-15.1067448130002
"chr8",141186067,141186067,"+",1.24058482375844e-08,1.71393848109113e-06,-15.5167418567112
"chr8",141220490,141220490,"+",1.10164565592097e-06,8.98125611804878e-05,-15.2472601574398
"chr8",141220580,141220580,"+",6.59481245168791e-08,7.58225375603841e-06,-21.7743244559395
"chr8",141367858,141367858,"+",1.33226762955019e-15,6.38156804734823e-13,16.9658669492167
"chr8",141466110,141466110,"+",2.10369677233757e-09,3.47641010597671e-07,17.3366734263788
"chr8",142103844,142103844,"+",1.55792554079603e-07,1.62134635268903e-05,-15.5975156405839
"chr8",142148249,142148249,"+",1.09131453608358e-05,0.000645044962445033,-16.0390773606161
"chr8",142179801,142179801,"+",5.45030187648621e-09,8.18965443347119e-07,-25.3120464441219
"chr8",142183706,142183706,"+",5.85087533977457e-14,2.2394728567388e-11,-15.0099832712752
"chr8",142205131,142205131,"+",0,0,20.2807864949258
"chr8",142295471,142295471,"+",6.01463862659468e-06,0.000387581325804772,21.9365763546798
"chr8",142305766,142305766,"+",8.75957710810837e-08,9.74301404116661e-06,-18.0822389172449
"chr8",142425966,142425966,"+",4.88485989880161e-06,0.000324407155815757,-16.2508414218401
"chr8",142437934,142437934,"+",0,0,-22.4206051512878
"chr8",142439741,142439741,"+",0,0,-21.4944053327892
"chr8",142572659,142572659,"+",4.22543111611162e-11,9.96303835955978e-09,15.2976255607835
"chr8",142628968,142628968,"+",2.04267395808033e-05,0.00109787783676867,15.5226271525831
"chr8",142630490,142630490,"+",8.97045595082968e-06,0.000546038920359726,16.4802038659954
"chr8",142734116,142734116,"+",0,0,-39.7349308453389
"chr8",142819563,142819563,"+",5.14279618890612e-10,9.74848720592637e-08,-18.1463349105184
"chr8",142819575,142819575,"+",8.88178419700125e-16,4.33806435857062e-13,-22.0021342389569
"chr8",142819584,142819584,"+",2.44249065417534e-15,1.13025993490187e-12,-23.9718614718615
"chr8",142819586,142819586,"+",0,0,-26.2177840942146
"chr8",142819599,142819599,"+",8.35553848332893e-13,2.67983997588816e-10,-23.8549033287878
"chr8",142819604,142819604,"+",2.55351295663786e-15,1.17938107414526e-12,-27.258883248731
"chr8",142819617,142819617,"+",6.36562726974432e-08,7.35075294561836e-06,-18.8814449917898
"chr8",143123668,143123668,"+",0,0,25.0253741997368
"chr8",143154754,143154754,"+",2.65855226722067e-10,5.33904370641472e-08,-15.1197286031362
"chr8",143262517,143262517,"+",0,0,-21.3332948863049
"chr8",143271433,143271433,"+",6.63095567343674e-09,9.75680704501164e-07,21.5865669675209
"chr8",143379263,143379263,"+",7.89368570508486e-14,2.95671023049851e-11,16.8935349398472
"chr8",143387068,143387068,"+",5.24621790454205e-10,9.92639431088921e-08,15.0415627597673
"chr8",143398682,143398682,"+",0,0,15.562012358351
"chr8",143407441,143407441,"+",4.83884614599361e-08,5.77002616245145e-06,-16.6996488513272
"chr8",143452517,143452517,"+",1.24045218541369e-12,3.86910511635421e-10,-16.0525583982202
"chr8",143516837,143516837,"+",2.2399221366598e-09,3.6766384645975e-07,19.0205627705628
"chr8",143560894,143560894,"+",9.43820484988755e-07,7.85045536800006e-05,-20.575795443622
"chr8",143605469,143605469,"+",1.11022302462516e-15,5.36039695960986e-13,15.3454445690293
"chr8",143620512,143620512,"+",8.26398918319926e-05,0.00351946451238864,-19.1720629047178
"chr8",143879794,143879794,"+",0,0,15.2561049228047
"chr8",144139980,144139980,"+",0,0,15.4518454335769
"chr8",144154693,144154693,"+",0,0,17.8820028579843
"chr8",144154727,144154727,"+",0,0,19.4015834761161
"chr8",144207269,144207269,"+",8.84452052707374e-08,9.82395362627909e-06,-16.5022061772964
"chr8",144207291,144207291,"+",7.5439051672177e-09,1.09629752855071e-06,-15.0075288606324
"chr8",144309759,144309759,"+",1.0636333618308e-06,8.71478540530622e-05,-18.3430103887312
"chr8",144311740,144311740,"+",3.99591471023086e-12,1.14348727161836e-09,-23.4414130745265
"chr8",144333314,144333314,"+",6.73583480104156e-08,7.72391085272395e-06,19.4712162636893
"chr8",144356714,144356714,"+",7.09211354676942e-06,0.000447188207974067,-17.0977164099841
"chr8",144379252,144379252,"+",2.72004641033163e-13,9.3815856392773e-11,23.5096633699301
"chr8",144397569,144397569,"+",1.99505550402268e-06,0.000150194780903122,15.685019206146
"chr8",144400036,144400036,"+",0,0,28.6848219592587
"chr8",144568824,144568824,"+",0,0,15.5824006632321
"chr8",144601816,144601816,"+",6.26730189967617e-09,9.2752804449759e-07,-18.0690595184007
"chr8",144729052,144729052,"+",0.000205819534818463,0.00740081573905867,-17.9245283018868
"chr8",144729341,144729341,"+",2.22044604925031e-16,1.15521162270675e-13,-18.6357417561701
"chr8",144803616,144803616,"+",1.58371171732341e-08,2.13200089633984e-06,18.5719501266747
"chr8",144990334,144990334,"+",9.63890824601243e-07,7.99469342792103e-05,-16.1109313705666
"chr8",144994565,144994565,"+",9.96980276113391e-14,3.67885820378043e-11,16.6878346587383
"chr8",145000220,145000220,"+",4.07658723122761e-06,0.000277771075378691,-16.7259786476868
"chr8",145003633,145003633,"+",1.38299929730579e-07,1.45921533567341e-05,15.5263839183736
"chr8",145003640,145003640,"+",3.59486651557717e-09,5.63057069251219e-07,16.5099692208804
"chr8",145082728,145082728,"+",1.28796894138805e-06,0.000102828603611929,-19.1358024691358
"chr8",145510341,145510341,"+",0,0,15.8563944712463
"chr8",145575487,145575487,"+",0,0,20.0837215108885
"chr8",145578811,145578811,"+",2.34147931044149e-08,3.02432865047511e-06,-24.0591397849462
"chr8",145618308,145618308,"+",0,0,22.5942416852561
"chr8",145618311,145618311,"+",0,0,22.6357746478873
"chr8",145618862,145618862,"+",2.91877633173954e-13,1.00099721239761e-10,24.5508594225613
"chr8",145618872,145618872,"+",1.79003922795573e-10,3.72035383090454e-08,15.1666592792873
"chr8",145620296,145620296,"+",9.15933995315754e-14,3.39792421369268e-11,21.3613337365795
"chr8",145690381,145690381,"+",1.29154284761457e-05,0.000744776577189657,-16.9014084507042
"chr8",145750062,145750062,"+",3.0632268117059e-05,0.00154482101388546,16.2246554380305
"chr8",146270444,146270444,"+",7.01829064363446e-05,0.00307560395279242,-15.888442266395
"chr8",146280802,146280802,"+",0,0,25.3094606542882
"chr9",192574,192574,"+",6.03961325396085e-14,2.30624456194125e-11,19.2357997010463
"chr9",847806,847806,"+",2.22044604925031e-16,1.15521162270675e-13,-21.1424762346395
"chr9",1042229,1042229,"+",1.67177383048056e-12,5.10751215777615e-10,-21.1372549019608
"chr9",1042241,1042241,"+",3.94627033273309e-08,4.81801177766195e-06,-16.4499407320914
"chr9",2175246,2175246,"+",0,0,15.6118927744955
"chr9",2182289,2182289,"+",0,0,-27.208516143205
"chr9",2197160,2197160,"+",0,0,18.8283183015404
"chr9",2264463,2264463,"+",9.32629703576104e-07,7.77094528921194e-05,15.8486707566462
"chr9",3264870,3264870,"+",9.12270259334491e-13,2.9069549127298e-10,-17.5585486057244
"chr9",3689790,3689790,"+",2.06223926824123e-12,6.2212764330056e-10,25.7627118644068
"chr9",4334606,4334606,"+",0,0,-17.7393539896049
"chr9",4345272,4345272,"+",3.667420641984e-05,0.00179529576618976,15.7491904621725
"chr9",4418020,4418020,"+",0,0,-15.4763220199395
"chr9",4435393,4435393,"+",3.99081356849962e-09,6.18768386716998e-07,-21.6322667318026
"chr9",4559892,4559892,"+",0,0,39.5569038426181
"chr9",4742322,4742322,"+",0,0,-16.8715466952307
"chr9",4936172,4936172,"+",0,0,-17.1473380709413
"chr9",5043156,5043156,"+",2.27542037920525e-05,0.00120324906329947,15.6796492558224
"chr9",5093465,5093465,"+",0,0,16.1501053274548
"chr9",5111225,5111225,"+",1.0325074129014e-14,4.39498357663801e-12,16.6938870274966
"chr9",5112843,5112843,"+",3.8746783559418e-14,1.52196788379995e-11,17.929935329635
"chr9",5688286,5688286,"+",0,0,18.1454012426709
"chr9",5708176,5708176,"+",0,0,22.9187441017437
"chr9",5710773,5710773,"+",4.44089209850063e-16,2.23710827161245e-13,-22.4686454080694
"chr9",5768794,5768794,"+",0.000115130675464981,0.00462327009018437,15.0060661207158
"chr9",5768824,5768824,"+",2.45370447848892e-07,2.41696320345868e-05,16.1996769695328
"chr9",5841747,5841747,"+",5.5783323915648e-06,0.000363326700917774,16.4736353418365
"chr9",6719223,6719223,"+",1.17599796567447e-09,2.05366188871433e-07,22.0839997630472
"chr9",6761529,6761529,"+",1.13049449246283e-07,1.21968368463753e-05,-16.4002403846154
"chr9",7452632,7452632,"+",7.99815769170209e-12,2.171250015702e-09,15.2420221560847
"chr9",7786068,7786068,"+",0,0,-15.6699129552285
"chr9",7844636,7844636,"+",6.22177054321327e-09,9.21681742376923e-07,-20.8399291626007
"chr9",7844820,7844820,"+",2.05653294393926e-09,3.40602676397155e-07,-15.8289665787657
"chr9",8713419,8713419,"+",0,0,18.2773692447784
"chr9",8713923,8713923,"+",0,0,47.5325884543762
"chr9",11934328,11934328,"+",1.58095758706622e-13,5.6583708405205e-11,15.8060229365478
"chr9",11962560,11962560,"+",9.51269063520499e-11,2.09155202699212e-08,15.0431147112621
"chr9",12334295,12334295,"+",3.82429618750457e-07,3.56550299349521e-05,17.3943661971831
"chr9",12774019,12774019,"+",0,0,-15.5902058568053
"chr9",14586026,14586026,"+",0,0,17.8978013383158
"chr9",15353409,15353409,"+",4.44089209850063e-16,2.23710827161245e-13,20.3048960040281
"chr9",16421862,16421862,"+",6.66133814775094e-16,3.30015434917864e-13,-15.741828785307
"chr9",17062833,17062833,"+",4.83865346578849e-06,0.000321735711634834,18.0190822353476
"chr9",17073962,17073962,"+",1.13242748511766e-14,4.79501219590322e-12,26.2731481481481
"chr9",18825658,18825658,"+",0,0,-15.1446893355607
"chr9",19801403,19801403,"+",2.70165974449732e-05,0.00139040439803019,-15.9353290599725
"chr9",19940142,19940142,"+",0,0,-22.0446368129303
"chr9",21685188,21685188,"+",0,0,21.3734798110638
"chr9",21699405,21699405,"+",3.22132209795711e-10,6.37058170263144e-08,21.9808909444985
"chr9",21840776,21840776,"+",0,0,17.0137006893748
"chr9",22012333,22012333,"+",3.33066907387547e-16,1.69993895850171e-13,-16.6026108734607
"chr9",26863243,26863243,"+",0,0,-25.1358024691358
"chr9",28147674,28147674,"+",6.66133814775094e-16,3.30015434917864e-13,-15.4817937009718
"chr9",28148097,28148097,"+",0,0,-16.0031934693384
"chr9",28800929,28800929,"+",0,0,23.3272782319104
"chr9",31211270,31211270,"+",0,0,23.2456140350877
"chr9",31211275,31211275,"+",0,0,27.2695865645678
"chr9",31211287,31211287,"+",0,0,29.327731092437
"chr9",31211297,31211297,"+",0,0,31.2971734148205
"chr9",31211310,31211310,"+",0,0,32.4532885882579
"chr9",31211331,31211331,"+",0,0,33.5736521620142
"chr9",31211339,31211339,"+",0,0,31.4137745493678
"chr9",31211383,31211383,"+",4.55734583404421e-09,6.96973970777007e-07,22.7501892925077
"chr9",31294245,31294245,"+",1.70271327709637e-05,0.000941029689536291,-15.6022604849837
"chr9",32149108,32149108,"+",4.94049245958195e-14,1.91217842861148e-11,15.3860378799567
"chr9",33040722,33040722,"+",3.90282213214022e-08,4.77098086094162e-06,-16.8690823725084
"chr9",33155510,33155510,"+",7.76470274743701e-08,8.74729769070661e-06,-18.4248347226214
"chr9",33155614,33155614,"+",7.54263318469839e-12,2.0567287975209e-09,-15.1876864053816
"chr9",35150720,35150720,"+",0,0,-31.3385646371499
"chr9",35281625,35281625,"+",2.21291318602823e-10,4.51731553557669e-08,21.4339622641509
"chr9",35539071,35539071,"+",2.10210302432623e-05,0.00112550893100703,-16.4133738601824
"chr9",35772185,35772185,"+",2.06401161717551e-08,2.70088650188225e-06,-16.8847377660742
"chr9",37384358,37384358,"+",8.07132138902489e-14,3.01702273338163e-11,-18.0641618950506
"chr9",37385533,37385533,"+",9.99200722162641e-16,4.8598958070275e-13,-19.1318843637898
"chr9",37676770,37676770,"+",7.01216862353249e-13,2.27434587165036e-10,-15.2572735906069
"chr9",37753008,37753008,"+",0,0,18.2533834878039
"chr9",37760479,37760479,"+",0,0,18.4678637355261
"chr9",37952047,37952047,"+",2.59187886797463e-06,0.000188140653010269,16.074400391581
"chr9",38244289,38244289,"+",5.60554170192518e-07,4.98023516412477e-05,18.3073945025165
"chr9",38383735,38383735,"+",3.74701861760585e-07,3.50357429676325e-05,21.2405411308247
"chr9",38389995,38389995,"+",0,0,-17.8175935298958
"chr9",38390082,38390082,"+",1.01252339845814e-13,3.731472758778e-11,-19.9054600809198
"chr9",38526747,38526747,"+",6.0853806015837e-05,0.00273306444292307,-18.3146853146853
"chr9",38526795,38526795,"+",4.24237048524123e-05,0.00202808470692838,-15.656911951583
"chr9",38526800,38526800,"+",2.89205182624208e-06,0.000206747601154267,-17.0739748940516
"chr9",38526803,38526803,"+",5.21210181791965e-07,4.67659333277615e-05,-18.101413793864
"chr9",38526805,38526805,"+",1.33268453749169e-05,0.000764877864473581,-15.6964147009525
"chr9",38526835,38526835,"+",4.6429526889824e-13,1.54630485580623e-10,-21.1278577778835
"chr9",38526878,38526878,"+",5.34925659323449e-10,1.01022735565445e-07,-15.2917777005368
"chr9",38526882,38526882,"+",4.11892742135933e-14,1.61224085902935e-11,-18.444345684499
"chr9",38526888,38526888,"+",2.24265050974282e-14,9.08296210540423e-12,-18.565675951111
"chr9",38526915,38526915,"+",2.22044604925031e-16,1.15521162270675e-13,-17.4559456398641
"chr9",38682932,38682932,"+",7.45251282907589e-09,1.08475257072608e-06,15.4033715348054
"chr9",43446365,43446365,"+",0,0,-15.0054739938126
"chr9",44005567,44005567,"+",1.14595250721994e-06,9.2941092134668e-05,-19.0051457975986
"chr9",44164104,44164104,"+",2.39930297851743e-12,7.1519656507549e-10,-19.2353184830633
"chr9",44164118,44164118,"+",4.80930879565022e-08,5.7404596192294e-06,-16.0578813842694
"chr9",44164120,44164120,"+",8.27886870169436e-10,1.49814714230437e-07,-18.1577034657986
"chr9",44164165,44164165,"+",9.79000487788539e-07,8.10224568138723e-05,-16.3129266803574
"chr9",44164173,44164173,"+",2.86031348162297e-07,2.76756194895919e-05,-17.056833805833
"chr9",44164224,44164224,"+",2.89719359614082e-11,7.05274557205008e-09,-19.9398898315307
"chr9",44164247,44164247,"+",3.15743903356314e-07,3.01607714379852e-05,-15.725956589351
"chr9",44164294,44164294,"+",3.07741792049399e-07,2.94972551349019e-05,-17.3447363363541
"chr9",44166239,44166239,"+",4.03398758841433e-10,7.81442271000144e-08,-17.7770039740854
"chr9",44780707,44780707,"+",0,0,15.5642006726448
"chr9",44869661,44869661,"+",6.55031584528842e-14,2.48460243093404e-11,-16.1969568951672
"chr9",67340084,67340084,"+",3.77629771897148e-08,4.63092662031241e-06,-20.7271195957327
"chr9",67794164,67794164,"+",1.00781327337929e-05,0.000602733122002646,-17.7143757881463
"chr9",68298814,68298814,"+",0,0,19.2381386072997
"chr9",68377076,68377076,"+",0,0,-22.744413754321
"chr9",68411142,68411142,"+",3.3823806169675e-05,0.00167841518646777,-15.1556894819917
"chr9",68709619,68709619,"+",1.49213710911589e-05,0.000841590410289021,16.4073226544622
"chr9",68809663,68809663,"+",2.22044604925031e-16,1.15521162270675e-13,-23.2482490114157
"chr9",68809667,68809667,"+",8.12121703219759e-10,1.4717269291853e-07,-16.5855704697987
"chr9",68809681,68809681,"+",1.95248262002679e-11,4.9259496481931e-09,-16.9754653130288
"chr9",68809754,68809754,"+",8.22899073327221e-08,9.21672906631675e-06,-18.6029301892028
